family,run_name,seed,best_epoch,total_epochs,best_metrics.test/accuracy,best_metrics.test/f1,best_metrics.test/mcc,best_metrics.test/pr_auc,best_metrics.test/precision,best_metrics.test/recall,best_metrics.test/roc_auc,best_metrics.val/accuracy,best_metrics.val/f1,best_metrics.val/mcc,best_metrics.val/pr_auc,best_metrics.val/precision,best_metrics.val/recall,best_metrics.val/roc_auc,best_metrics.train/loss,last_metrics.train/loss,parameter_count,benchmark.latency_mean_seconds,benchmark.latency_std_seconds,benchmark.peak_memory_bytes
MLP-reconstruction,032-dims-3240-54,42,150,210,0.5975172,0.6985454,0.19725448,0.79562324,0.5804663,0.87693185,0.72857094,0.5986677,0.7000711,0.2007899,0.79601467,0.58090127,0.8807548,0.72862095,0.23827508,0.23995516,353214,3.6873724e-05,4.219694e-06,12960
MLP-reconstruction,032-dims-3240-54,43,60,210,0.70483154,0.7364437,0.40562153,0.84874696,0.70113254,0.77550024,0.79554313,0.70356435,0.7365143,0.4031447,0.8465996,0.6983595,0.7790792,0.7938528,0.24018988,0.2391788,353214,3.6020767e-05,1.3723831e-05,12960
MLP-reconstruction,032-dims-3240-54,44,90,210,0.6652969,0.7176943,0.32756314,0.8156677,0.6507012,0.8000651,0.76018596,0.6587508,0.71390754,0.31437245,0.81268877,0.6441332,0.80063444,0.7528216,0.24235938,0.23979077,353214,3.529352e-05,1.3840081e-06,12960
MLP-reconstruction,033-dims-3240-1728-54,42,190,210,0.8602881,0.8668151,0.7202684,0.9534013,0.87899315,0.8549699,0.93752635,0.8596332,0.86523527,0.7196167,0.95021325,0.88392025,0.8473239,0.9318886,0.07640383,0.076370515,11390814,0.0013830528,9.045567e-05,12960
MLP-reconstruction,033-dims-3240-1728-54,43,190,210,0.8513344,0.85973144,0.70162255,0.9505624,0.86272424,0.85675937,0.93437,0.8517605,0.8588027,0.7031034,0.9465499,0.87016785,0.8477306,0.9266174,0.075956225,0.07608375,11390814,0.0013980278,9.521276e-05,12960
MLP-reconstruction,033-dims-3240-1728-54,44,200,210,0.8563952,0.8595125,0.71558505,0.9487334,0.8957488,0.82609403,0.9288198,0.8544857,0.85721564,0.712253,0.9456965,0.89632523,0.82137626,0.9237098,0.0764296,0.076858245,11390814,0.0013556068,0.00011572221,12960
MLP-reconstruction,034-dims-3240-864-54,42,170,210,0.84095335,0.84734505,0.68214047,0.9398321,0.86534387,0.83007973,0.9157642,0.84310925,0.84854054,0.6871146,0.9377655,0.8718785,0.8264194,0.91173786,0.102843374,0.10198905,5697054,0.0004449042,4.361396e-05,12960
MLP-reconstruction,034-dims-3240-864-54,43,190,210,0.8400017,0.84666085,0.68008083,0.9413782,0.86330205,0.8306491,0.91920376,0.8399948,0.84567565,0.68076336,0.93860596,0.8680942,0.8243859,0.91385204,0.10280562,0.102154754,5697054,0.00040714123,6.076242e-05,12960
MLP-reconstruction,034-dims-3240-864-54,44,200,210,0.8315671,0.8344388,0.66659135,0.93529284,0.8741315,0.7981942,0.90947515,0.83398217,0.83643025,0.67184365,0.9326656,0.8785139,0.7981942,0.90448564,0.102886565,0.102608174,5697054,0.0003979134,5.2838375e-05,12960
MLP-reconstruction,035-dims-3240-1728-864-54,42,190,210,0.89822227,0.90397096,0.7957368,0.97245383,0.9071177,0.90084594,0.9658975,0.894195,0.8996801,0.78789824,0.96953017,0.9073461,0.89214253,0.9616459,0.06336667,0.06271741,14285214,0.0016872046,0.000106489606,12960
MLP-reconstruction,035-dims-3240-1728-864-54,43,190,210,0.888663,0.8928304,0.7780727,0.96782833,0.9145343,0.8721327,0.9592411,0.8882689,0.8917117,0.7781124,0.96423966,0.9200623,0.8650561,0.95368034,0.06341109,0.06334806,14285214,0.0017726732,0.000119626005,12960
MLP-reconstruction,035-dims-3240-1728-864-54,44,210,210,0.8904797,0.8968383,0.7801305,0.96833724,0.898449,0.89523345,0.9590986,0.88701445,0.89276624,0.7735534,0.9653815,0.9012765,0.88441515,0.95532316,0.06359439,0.06359439,14285214,0.0017578204,0.000114750794,12960
MLP-reconstruction,036-dims-3240-432-54,42,200,210,0.8234785,0.82315725,0.65402126,0.9264796,0.88083094,0.772572,0.894635,0.8288779,0.82864076,0.66478264,0.92473,0.8863047,0.7780218,0.8908828,0.12051951,0.120750554,2850174,0.00017664566,1.2827683e-05,12960
MLP-reconstruction,036-dims-3240-432-54,43,190,210,0.82546824,0.8262349,0.6567221,0.92596877,0.8779171,0.7802993,0.891867,0.83125705,0.8319766,0.6683758,0.92458236,0.8841893,0.7855865,0.8887221,0.12037534,0.12175217,2850174,0.00017740203,1.3129978e-05,12960
MLP-reconstruction,036-dims-3240-432-54,44,190,210,0.8314806,0.8331906,0.66766244,0.93211585,0.87958777,0.791443,0.9026957,0.8368371,0.83801425,0.67898303,0.92929655,0.88764554,0.7936392,0.89766,0.120998725,0.12090022,2850174,0.00017926712,1.570385e-05,12960
MLP-reconstruction,037-dims-3240-1728-432-54,42,190,210,0.9008175,0.9069588,0.80077803,0.97347575,0.904866,0.9090613,0.96741843,0.897569,0.9035752,0.7943431,0.97057503,0.9046804,0.90247273,0.96343,0.06788116,0.06804771,12744702,0.0015738038,0.00010804697,12960
MLP-reconstruction,037-dims-3240-1728-432-54,43,190,210,0.8931182,0.89634633,0.7879089,0.96948344,0.92542225,0.8690418,0.96108085,0.89008564,0.89320385,0.7820946,0.96591413,0.9240804,0.86432403,0.956403,0.066657,0.067164645,12744702,0.0015643747,0.00011150989,12960
MLP-reconstruction,037-dims-3240-1728-432-54,44,190,210,0.8979627,0.90413296,0.79507774,0.9722146,0.9034354,0.90483165,0.9645912,0.89575225,0.90170485,0.79075354,0.9690521,0.9042866,0.8991378,0.9603999,0.06838135,0.06752026,12744702,0.0015786672,0.00010146398,12960
MLP-reconstruction,038-dims-3240-864-432-54,42,210,210,0.8916908,0.89627177,0.78363055,0.96793157,0.91321963,0.87994146,0.9569258,0.88757676,0.8915773,0.7761154,0.96453816,0.9151323,0.86920446,0.9526916,0.08494917,0.08494917,6397758,0.00058883266,0.000103466904,12960
MLP-reconstruction,038-dims-3240-864-432-54,43,180,210,0.8748216,0.8772897,0.7528501,0.9585805,0.9162976,0.8414674,0.9434892,0.877152,0.8791181,0.75817823,0.9559585,0.9220536,0.84000325,0.93937016,0.08507463,0.08451388,6397758,0.00057372265,5.9042333e-05,12960
MLP-reconstruction,038-dims-3240-864-432-54,44,200,210,0.8938968,0.8983297,0.7881029,0.9681198,0.9158286,0.8814869,0.95684755,0.8912968,0.89530474,0.7834197,0.96551657,0.9176702,0.8740036,0.95374966,0.08465313,0.08493314,6397758,0.00058971765,0.00010371744,12960
MLP-reconstruction,039-dims-3240-1728-864-432-54,42,170,210,0.8715775,0.8749105,0.7453516,0.9589541,0.90752554,0.8445583,0.9476695,0.8715287,0.8745777,0.74560124,0.95680696,0.9094502,0.8422808,0.94526416,0.0726943,0.07168248,14985918,0.0018845442,0.00014432777,12960
MLP-reconstruction,039-dims-3240-1728-864-432-54,43,160,210,0.8567412,0.862584,0.7137233,0.9517422,0.8803354,0.8455344,0.9370344,0.8552643,0.8608153,0.7110317,0.9493522,0.8808956,0.84163004,0.93431324,0.07338033,0.071183346,14985918,0.0019027255,0.0001275216,12960
MLP-reconstruction,039-dims-3240-1728-864-432-54,44,170,210,0.847528,0.8506799,0.6979798,0.94491154,0.887563,0.81673986,0.9256178,0.8503763,0.8528023,0.70445544,0.9436997,0.89424366,0.8150317,0.92413247,0.073713414,0.07107008,14985918,0.001906376,0.00012765719,12960
MLP-reconstruction,040-dims-3240-216-54,42,170,210,0.78999954,0.80147207,0.5786444,0.90498334,0.8058548,0.79713684,0.8696391,0.79037976,0.80267125,0.5791293,0.90484184,0.80365294,0.8016919,0.86908054,0.14056341,0.13857055,1426734,0.00010761115,1.5019852e-05,12960
MLP-reconstruction,040-dims-3240-216-54,43,170,210,0.81119424,0.81174797,0.62836516,0.9118712,0.8639493,0.76549536,0.8764556,0.81667966,0.8174063,0.6391777,0.91219914,0.86899966,0.7715959,0.8748361,0.1423408,0.14077419,1426734,0.00010746939,2.9969285e-06,12960
MLP-reconstruction,040-dims-3240-216-54,44,200,210,0.80405724,0.8089736,0.6101587,0.91085726,0.83992994,0.780218,0.87623245,0.810321,0.81529844,0.62254703,0.9112472,0.84546167,0.78721327,0.87530595,0.13915414,0.13739648,1426734,0.0001084613,5.1413e-06,12960
MLP-reconstruction,041-dims-3240-1728-216-54,42,200,210,0.88784117,0.89348066,0.7752522,0.9658231,0.9025645,0.8845779,0.95497626,0.88147765,0.8869357,0.7628167,0.9613911,0.9000838,0.87416625,0.9492672,0.071631685,0.07142835,11974446,0.0014742208,0.000102279955,12960
MLP-reconstruction,041-dims-3240-1728-216-54,43,180,210,0.89268565,0.8982822,0.78485,0.9685389,0.90559644,0.8910851,0.95875114,0.8909075,0.896,0.7816732,0.9657818,0.9086651,0.8836831,0.9559031,0.072523706,0.07155106,11974446,0.0014838795,0.00010879406,12960
MLP-reconstruction,041-dims-3240-1728-216-54,44,180,210,0.8928587,0.898179,0.78535944,0.9679972,0.9079199,0.8886449,0.95769167,0.8912968,0.89621276,0.78257585,0.9658926,0.9103113,0.88254434,0.95565987,0.073218375,0.071946785,11974446,0.0015099837,0.00011022619,12960
MLP-reconstruction,042-dims-3240-864-216-54,42,180,210,0.88161254,0.88518816,0.7648509,0.95836633,0.9139021,0.8582235,0.9412777,0.88043946,0.88405067,0.7625052,0.95625186,0.91276854,0.85708475,0.93930256,0.09134801,0.09118658,6000750,0.0005043902,6.87559e-05,12960
MLP-reconstruction,042-dims-3240-864-216-54,43,180,210,0.88615423,0.8901044,0.7733677,0.96407294,0.91446465,0.86700827,0.9512525,0.88511115,0.88869333,0.77173483,0.9615545,0.9165802,0.8624532,0.9482057,0.09014204,0.09033598,6000750,0.00049249514,4.800945e-05,12960
MLP-reconstruction,042-dims-3240-864-216-54,44,190,210,0.881526,0.88613594,0.76360327,0.9618531,0.9062154,0.86692697,0.94942605,0.8795311,0.8838567,0.759952,0.95893687,0.9068892,0.8619652,0.9455912,0.090991996,0.0912123,6000750,0.0004933557,7.785453e-05,12960
MLP-reconstruction,043-dims-3240-1728-864-216-54,42,160,210,0.8668195,0.8724788,0.73375225,0.95508605,0.8887858,0.85675937,0.9420443,0.86292064,0.8678647,0.72664255,0.95261633,0.89032423,0.84651047,0.938557,0.07410986,0.071872145,14588910,0.0018502477,0.000121074394,12960
MLP-reconstruction,043-dims-3240-1728-864-216-54,43,190,210,0.84843636,0.8556956,0.69640225,0.9467022,0.8666166,0.84504634,0.92860746,0.84687257,0.8539242,0.6934285,0.94539374,0.86658293,0.84163004,0.92757314,0.07302091,0.07222365,14588910,0.0018543105,0.00012041982,12960
MLP-reconstruction,043-dims-3240-1728-864-216-54,44,130,210,0.84333235,0.85007036,0.6866161,0.9447657,0.8654754,0.8352042,0.92673993,0.8451856,0.85131484,0.69069225,0.9425367,0.87000084,0.8334147,0.92323226,0.081861615,0.072420016,14588910,0.0018263584,0.00010305334,12960
MLP-reconstruction,044-dims-3240-432-216-54,42,170,210,0.8418184,0.8432154,0.6886522,0.93299234,0.8914876,0.7999024,0.9048931,0.84583443,0.8472615,0.6966348,0.9322744,0.89538044,0.80405074,0.90423423,0.114297755,0.11308436,3013902,0.0001985751,1.2192003e-05,12960
MLP-reconstruction,044-dims-3240-432-216-54,43,200,210,0.8462304,0.84781027,0.69722486,0.93674535,0.8948938,0.8054336,0.91090167,0.8489056,0.8508858,0.7020669,0.9349776,0.89533734,0.8106393,0.90816736,0.114831395,0.11414888,3013902,0.0001997157,1.8617826e-05,12960
MLP-reconstruction,044-dims-3240-432-216-54,44,200,210,0.83943945,0.8407277,0.6840368,0.9321128,0.88966584,0.7968928,0.9046177,0.8445367,0.845592,0.69451714,0.931608,0.8961027,0.8004718,0.9047544,0.1146437,0.11603066,3013902,0.00019794158,1.6361277e-05,12960
MLP-reconstruction,045-dims-3240-1728-432-216-54,42,180,210,0.86906874,0.8738697,0.7388892,0.95679086,0.8958565,0.8529364,0.9443298,0.8671598,0.8717906,0.7352849,0.9551131,0.89553136,0.84927607,0.9418092,0.07580734,0.07506288,12908430,0.001628993,0.00013722462,12960
MLP-reconstruction,045-dims-3240-1728-432-216-54,43,170,210,0.8586444,0.86216784,0.719587,0.9508083,0.8953224,0.83138114,0.9342105,0.8604118,0.8635576,0.72350925,0.9494719,0.8991811,0.8306491,0.93219465,0.07623518,0.07447485,12908430,0.0016099777,0.00011385396,12960
MLP-reconstruction,045-dims-3240-1728-432-216-54,44,180,210,0.8525023,0.85668653,0.70676917,0.9478397,0.88626087,0.8290223,0.9302093,0.8591574,0.86268556,0.72060215,0.94731134,0.8957786,0.83195055,0.9290775,0.07541889,0.075116724,12908430,0.0016132643,0.00012052391,12960
MLP-reconstruction,046-dims-3240-864-432-216-54,42,170,210,0.86647344,0.8702123,0.73482126,0.95541507,0.9006179,0.84179276,0.94183314,0.86690027,0.8699877,0.7364091,0.95305055,0.90521413,0.8374004,0.9372956,0.09089888,0.08986185,6561486,0.0006424767,7.522003e-05,12960
MLP-reconstruction,046-dims-3240-864-432-216-54,43,190,210,0.8626238,0.86710185,0.72647643,0.953407,0.89288175,0.84276885,0.9384046,0.86305046,0.86718684,0.72765654,0.9507276,0.8953569,0.8407353,0.93380326,0.090673834,0.089243084,6561486,0.00064060296,7.534594e-05,12960
MLP-reconstruction,046-dims-3240-864-432-216-54,44,190,210,0.8491717,0.8543624,0.6992854,0.9457129,0.8780153,0.83195055,0.92684954,0.8523229,0.8569034,0.7060471,0.9443472,0.8839502,0.8314625,0.92484564,0.08984327,0.08972667,6561486,0.0006239737,5.112874e-05,12960
MLP-reconstruction,047-dims-3240-1728-864-432-216-54,42,160,210,0.78515506,0.8022455,0.5679083,0.91319805,0.7856976,0.81950545,0.8819477,0.7891254,0.8055057,0.5759171,0.9128687,0.7904628,0.82113224,0.88127124,0.12743486,0.123767786,15149646,0.0019321777,0.00017440601,12960
MLP-reconstruction,047-dims-3240-1728-864-432-216-54,43,150,210,0.78775036,0.7969881,0.57513416,0.90883094,0.8109792,0.7834716,0.8748003,0.789904,0.79920626,0.5793764,0.9097946,0.8126103,0.7862372,0.87566936,0.13479586,0.12799734,15149646,0.0018977012,0.000141616,12960
MLP-reconstruction,047-dims-3240-1728-864-432-216-54,44,100,210,0.79506034,0.8043927,0.58958554,0.9129987,0.8167337,0.7924191,0.883171,0.793797,0.80256784,0.5873635,0.91045535,0.8175681,0.788108,0.8790177,0.14632526,0.12481107,15149646,0.0018858324,0.00013845277,12960
MLP-reconstruction,048-dims-3240-108-54,42,170,210,0.72520435,0.74546254,0.44728187,0.85881203,0.73454404,0.7567106,0.8065034,0.7279176,0.7483799,0.45267448,0.860275,0.7363035,0.76085895,0.8091969,0.19117938,0.19036472,715014,7.0536116e-05,3.2446853e-06,12960
MLP-reconstruction,048-dims-3240-108-54,43,180,210,0.69285005,0.7349087,0.3828568,0.84633255,0.67915547,0.80063444,0.7956865,0.6982005,0.7373018,0.3932156,0.8486883,0.68636525,0.7964048,0.7972836,0.19119664,0.19058938,715014,6.9821755e-05,1.6255649e-06,12960
MLP-reconstruction,048-dims-3240-108-54,44,150,210,0.70331764,0.734137,0.40248415,0.84399915,0.70122176,0.7702944,0.7927784,0.7051216,0.73721135,0.40624845,0.84272295,0.7006668,0.7777778,0.78990185,0.19669868,0.19587839,715014,6.9846516e-05,1.5464527e-06,12960
MLP-reconstruction,049-dims-3240-1728-108-54,42,190,210,0.88974434,0.894752,0.7794436,0.96638656,0.9085954,0.88132423,0.9558875,0.8847219,0.8891662,0.7700519,0.96245855,0.9097098,0.86952984,0.95080173,0.07712884,0.07675795,11589318,0.0013796003,9.151655e-05,12960
MLP-reconstruction,049-dims-3240-1728-108-54,43,190,210,0.888663,0.8945082,0.77675843,0.9656712,0.90145385,0.8876688,0.955703,0.8848949,0.8901276,0.76971924,0.9622078,0.9038994,0.8767692,0.9512795,0.07651452,0.076563366,11589318,0.0013902838,0.0001366006,12960
MLP-reconstruction,049-dims-3240-1728-108-54,44,210,210,0.88606775,0.8914441,0.7719248,0.9641721,0.9035088,0.87969744,0.9519698,0.884073,0.8888428,0.768477,0.960182,0.90682125,0.8715634,0.9467418,0.076379456,0.076379456,11589318,0.0013813701,0.00010556279,12960
MLP-reconstruction,050-dims-3240-864-108-54,42,200,210,0.8804014,0.88236547,0.7646104,0.9611021,0.9249844,0.8435009,0.94759804,0.8803097,0.88219017,0.76456267,0.9573804,0.9255785,0.8426875,0.94274545,0.0981821,0.09808633,5802246,0.00044560403,6.350644e-05,12960
MLP-reconstruction,050-dims-3240-864-108-54,43,200,210,0.85090184,0.8552593,0.7034407,0.9442352,0.88395107,0.8283716,0.92257565,0.8542262,0.8579258,0.71066904,0.94250214,0.8905129,0.8276395,0.9196872,0.09808792,0.09860097,5802246,0.00043699233,5.6943358e-05,12960
MLP-reconstruction,050-dims-3240-864-108-54,44,200,210,0.86867946,0.87034506,0.74179316,0.95338506,0.9162021,0.8288596,0.936067,0.87083656,0.8723604,0.74629587,0.95110977,0.9192793,0.8299984,0.93324745,0.09725857,0.09722928,5802246,0.00044158823,6.201606e-05,12960
MLP-reconstruction,051-dims-3240-1728-864-108-54,42,180,210,0.84510577,0.8504614,0.6911167,0.9458031,0.87385225,0.8282902,0.92691344,0.84998703,0.8544814,0.70151037,0.94491917,0.8824753,0.82820886,0.9259882,0.07246075,0.07172663,14390406,0.0017674009,0.00011661542,12960
MLP-reconstruction,051-dims-3240-1728-864-108-54,43,200,210,0.8578658,0.86449486,0.715418,0.95110446,0.87671465,0.852611,0.9357195,0.85876805,0.8650548,0.71742004,0.95050323,0.87933785,0.85122824,0.9340967,0.07230156,0.072535396,14390406,0.0017612112,7.286467e-05,12960
MLP-reconstruction,051-dims-3240-1728-864-108-54,44,190,210,0.85860115,0.8656115,0.71665394,0.95303434,0.8750727,0.8563527,0.93855107,0.85837877,0.8646324,0.71667284,0.95232236,0.87924653,0.8504962,0.9382593,0.07339638,0.073144875,14390406,0.0017579964,8.0166974e-05,12960
MLP-reconstruction,052-dims-3240-432-108-54,42,190,210,0.837839,0.84054273,0.67923087,0.93347436,0.8808951,0.8037254,0.90589595,0.84224415,0.8449075,0.68803364,0.9321249,0.88530433,0.80803645,0.90356266,0.12024988,0.12055987,2908710,0.00018875288,4.857472e-06,12960
MLP-reconstruction,052-dims-3240-432-108-54,43,170,210,0.8294476,0.83166116,0.6630606,0.9280115,0.8751909,0.7922564,0.89913344,0.8349338,0.8364478,0.67478365,0.9267472,0.88403696,0.79372054,0.89762175,0.121407166,0.120605074,2908710,0.00019004734,7.0230544e-06,12960
MLP-reconstruction,052-dims-3240-432-108-54,44,190,210,0.8313941,0.8336605,0.66688013,0.92774624,0.87684023,0.7945339,0.8974333,0.8374427,0.83978516,0.6788428,0.92734265,0.88236874,0.8011225,0.8972828,0.12052939,0.120846644,2908710,0.00019009964,1.5304026e-05,12960
MLP-reconstruction,053-dims-3240-1728-432-108-54,42,150,210,0.8634889,0.8715402,0.7259024,0.95549953,0.87225026,0.8708313,0.94270676,0.8578597,0.8658885,0.7147207,0.95281285,0.8689384,0.8628599,0.93880665,0.078939915,0.0753147,12803238,0.0015596503,7.610078e-05,12960
MLP-reconstruction,053-dims-3240-1728-432-108-54,43,150,210,0.85033953,0.85559267,0.70154107,0.94696087,0.87862164,0.83374006,0.9293242,0.85184705,0.8566406,0.7049154,0.9449647,0.88238335,0.8323572,0.9258961,0.07892547,0.07550547,12803238,0.0015627334,6.839872e-05,12960
MLP-reconstruction,053-dims-3240-1728-432-108-54,44,190,210,0.85799557,0.86241144,0.7173998,0.95056427,0.88951325,0.83691233,0.9338866,0.8566918,0.8605933,0.7153359,0.9478195,0.8914654,0.8317879,0.9295708,0.075300656,0.0751215,12803238,0.001551198,6.687584e-05,12960
MLP-reconstruction,054-dims-3240-864-432-108-54,42,210,210,0.86020154,0.8666226,0.7201632,0.95078194,0.8795443,0.85407513,0.93432003,0.8585085,0.8642908,0.7172607,0.9482056,0.8820391,0.84724253,0.93021584,0.0902025,0.0902025,6456294,0.0006031251,4.7277023e-05,12960
MLP-reconstruction,054-dims-3240-864-432-108-54,43,140,210,0.8748648,0.88078463,0.74944985,0.95857203,0.89259166,0.8692858,0.9460672,0.87403756,0.879868,0.7478781,0.95624197,0.89268374,0.867415,0.9434195,0.097450376,0.09108802,6456294,0.0005956317,5.7256286e-05,12960
MLP-reconstruction,054-dims-3240-864-432-108-54,44,150,210,0.86279684,0.8653765,0.72890025,0.9511956,0.9047746,0.8292663,0.93369895,0.86305046,0.8656767,0.7293518,0.94888,0.90475345,0.8298357,0.9303955,0.09431914,0.09082445,6456294,0.0006070491,4.0536543e-05,12960
MLP-reconstruction,055-dims-3240-1728-864-432-108-54,42,150,210,0.79588217,0.8044262,0.5916132,0.91385025,0.8200253,0.78940946,0.8827606,0.79864174,0.8073979,0.5969759,0.9125916,0.8216421,0.7936392,0.880492,0.12585482,0.12164272,15044454,0.0018836668,8.040061e-05,12960
MLP-reconstruction,055-dims-3240-1728-864-432-108-54,43,130,210,0.7970068,0.79702437,0.6004577,0.9110544,0.8510206,0.7494713,0.87668085,0.8014967,0.8012129,0.60979694,0.9105808,0.8570105,0.75223684,0.8747797,0.12615396,0.1177579,15044454,0.0019075117,8.3281135e-05,12960
MLP-reconstruction,055-dims-3240-1728-864-432-108-54,44,150,210,0.78999954,0.79807013,0.58020777,0.9090223,0.8165801,0.78038067,0.87490505,0.7922398,0.80026615,0.5846778,0.9103538,0.8186846,0.7826582,0.8762466,0.12786002,0.123298064,15044454,0.0018799044,8.65392e-05,12960
MLP-reconstruction,056-dims-3240-216-108-54,42,210,210,0.7934167,0.8013146,0.5870802,0.9097849,0.8200783,0.7833903,0.8735441,0.8006315,0.8085248,0.6013876,0.9107184,0.82627153,0.7915243,0.87499857,0.14243986,0.14243986,1461942,0.000121421705,1.50771475e-05,12960
MLP-reconstruction,056-dims-3240-216-108-54,43,170,210,0.7808296,0.7838403,0.5654287,0.89570946,0.82416797,0.7472751,0.85710144,0.78973097,0.7928404,0.58310425,0.89732724,0.8326918,0.7566292,0.858231,0.14553995,0.14180619,1461942,0.00012100254,1.5021055e-05,12960
MLP-reconstruction,056-dims-3240-216-108-54,44,200,210,0.80275965,0.8036176,0.6111531,0.91017985,0.8539264,0.7589068,0.873816,0.80872047,0.8102472,0.6224216,0.9107267,0.85749316,0.7679356,0.8747041,0.14401355,0.14208867,1461942,0.00012560947,9.278218e-06,12960
MLP-reconstruction,057-dims-3240-1728-216-108-54,42,210,210,0.8762922,0.88018435,0.7540182,0.95943147,0.907481,0.8544819,0.94630355,0.8748594,0.8785933,0.751373,0.95674115,0.9074989,0.85147226,0.9428029,0.07783149,0.07783149,12009654,0.0014839759,8.126366e-05,12960
